patent_id,pagerank,rank_pr,patent_title_pr
4136929,3.43E-06,489,Apparatus for generating light pulse train
3789360,3.43E-06,490,- No title available -
4703435,3.42E-06,491,Logic Synthesizer
3652798,3.42E-06,492,- No title available -
4296421,3.42E-06,493,Ink jet recording device using thermal propulsion and mechanical pressure changes
4177514,3.42E-06,494,Graph architecture information processing system
5223844,3.41E-06,495,Vehicle tracking and security system
4627019,3.41E-06,496,Database management system for controlling concurrent access to a database
3937925,3.41E-06,497,Modular transaction terminal with microprocessor control
4937743,3.41E-06,498,"Method and system for scheduling, monitoring and dynamically managing resources"
4016588,3.41E-06,499,Non-volatile semiconductor memory device
4277649,3.41E-06,500,Method and apparatus for screening telephone calls
3810105,3.41E-06,501,- No title available -
4302204,3.41E-06,502,Transfer and detection of nucleic acids
4226898,3.41E-06,503,Amorphous semiconductors equivalent to crystalline semiconductors produced by a glow discharge process
4893307,3.40E-06,504,Method and apparatus for linking SNA terminals to an SNA host over a packet switched communications network
4025411,3.40E-06,505,Fabricating semiconductor device utilizing a physical ion etching process
3149104,3.40E-06,506,- No title available -
4660166,3.40E-06,507,Electronic network for collective decision based on large number of connections between signals
4751740,3.40E-06,508,"Apparatus, method, and structure for translating a document having one structure into a document having another structure"
4020830,3.40E-06,509,Selective chemical sensitive FET transducers
4412287,3.39E-06,510,Automated stock exchange
4556972,3.39E-06,511,Arrangement for routing data packets through a circuit switch
3851104,3.39E-06,512,- No title available -
4381522,3.39E-06,513,Selective viewing
3725864,3.39E-06,514,- No title available -
3660819,3.39E-06,515,- No title available -
3906207,3.38E-06,516,- No title available -
4103297,3.38E-06,517,Light-insensitive matrix addressed liquid crystal display system
3971684,3.37E-06,518,Etching thin film circuits and semiconductor chips
4133006,3.37E-06,519,Predictive encoder or decoder with selection of one of two or more prediction signals according to prediction error signal amplitudes
3720922,3.37E-06,520,- No title available -
4004089,3.37E-06,521,Programmable cryptic device for enciphering and deciphering data
3825946,3.37E-06,522,- No title available -
3653071,3.37E-06,523,- No title available -
4199772,3.37E-06,524,Semiconductor memory device
4651284,3.37E-06,525,Method and system of circuit pattern understanding and layout
4495648,3.37E-06,526,Transmitter power control circuit
4670906,3.37E-06,527,Data communications system transmitter selection method and apparatus
5347632,3.37E-06,528,Reception system for an interactive computer network and method of operation
4292623,3.37E-06,529,Port logic for a communication bus system
4688195,3.36E-06,530,Natural-language interface generating system
3626257,3.36E-06,531,- No title available -
4384918,3.36E-06,532,Method and apparatus for dry etching and electrostatic chucking device used therein
3925601,3.36E-06,533,- No title available -
3889237,3.35E-06,534,- No title available -
3966577,3.35E-06,535,Dielectrically isolated semiconductor devices
4371895,3.34E-06,536,Coded video signal transmitting and receiving system
4121283,3.34E-06,537,Interface device for encoding a digital image for a CRT display
4009385,3.34E-06,538,Laser control circuit
3731986,3.34E-06,539,- No title available -
3938091,3.34E-06,540,Personal verification system
3609670,3.34E-06,541,- No title available -
3821715,3.33E-06,542,- No title available -
4360876,3.33E-06,543,Cartographic indicator system
5155847,3.32E-06,544,Method and apparatus for updating software at remote locations
3706933,3.32E-06,545,- No title available -
4649515,3.32E-06,546,Methods and apparatus for system fault diagnosis and control
4797368,3.31E-06,547,Adeno-associated virus as eukaryotic expression vector
5181162,3.31E-06,548,Document management and production system
3275986,3.31E-06,549,- No title available -
3971065,3.31E-06,550,Color imaging array
4209349,3.31E-06,551,Method for forming a narrow dimensioned mask opening on a silicon body utilizing reactive ion etching
3864018,3.31E-06,552,- No title available -
3862716,3.31E-06,553,- No title available -
5848396,3.30E-06,554,Method and apparatus for determining behavioral profile of a computer user
3642746,3.30E-06,555,- No title available -
4291198,3.30E-06,556,General-purpose electronic telephone station set
4736369,3.30E-06,557,Adaptive session-level pacing
3996345,3.30E-06,558,Fluorescence quenching with immunological pairs in immunoassays
4482999,3.29E-06,559,Method of transmitting information between stations attached to a _unidirectional transmission ring
3875391,3.29E-06,560,- No title available -
4216354,3.29E-06,561,Process for compressing data relative to voice signals and device applying said process
3916387,3.29E-06,562,- No title available -
4611094,3.29E-06,563,Method for customer definable telephone capability
5892900,3.29E-06,564,Systems and methods for secure transaction management and electronic rights protection
4334270,3.28E-06,565,Securities valuation system
3670310,3.28E-06,566,- No title available -
3593300,3.28E-06,567,- No title available -
4232311,3.27E-06,568,Color display apparatus
4542199,3.27E-06,569,Process for the preparation of polyolefins
3686639,3.27E-06,570,- No title available -
3953566,3.26E-06,571,Process for producing porous products
4084228,3.26E-06,572,Process management structures and hardware/firmware control
4142209,3.26E-06,573,Disc track servo system
4144543,3.25E-06,574,Predictive codec capable of selecting one of at least three prediction signals in two steps
4046889,3.25E-06,575,Azetidine-2-carboxylic acid derivatives
3668307,3.25E-06,576,- No title available -
5377354,3.25E-06,577,Method and system for sorting and prioritizing electronic mail messages
4696029,3.25E-06,578,Telephone traffic load control system
4714995,3.24E-06,579,Computer integration system
3916385,3.23E-06,580,- No title available -
3108673,3.22E-06,581,- No title available -
4696027,3.22E-06,582,Handoff apparatus and method with interference reduction for a radio system
4398063,3.22E-06,583,Mobile telephone interoffice handoff limiting method and apparatus
4481382,3.22E-06,584,Programmable telephone system
5813753,3.22E-06,585,UV/blue led-phosphor device with efficient conversion of UV/blues light to visible light
3617714,3.22E-06,586,- No title available -
4224615,3.21E-06,587,Method of using a liquid crystal display device as a data input device
3408627,3.21E-06,588,- No title available -
4761785,3.21E-06,589,Parity spreading to enhance storage access
3801964,3.21E-06,590,- No title available -
4210780,3.20E-06,591,Multiple access digital communications system
4019176,3.20E-06,592,System and method for reliable communication of stored messages among stations over a single common channel with a minimization of service message time
3648252,3.20E-06,593,- No title available -
4606002,3.19E-06,594,B-tree structured data base using sparse array bit maps to store inverted lists
3832579,3.19E-06,595,- No title available -
4829427,3.19E-06,596,Database query code generation and optimization based on the cost of alternate access methods
4903201,3.19E-06,597,Automated futures trading exchange
3932709,3.19E-06,598,Electronic business telephone
4752889,3.18E-06,599,"Dynamic, interactive display system for a knowledge base"
4642487,3.18E-06,600,Special interconnect for configurable logic array
4644351,3.18E-06,601,Two way personal message system with extended coverage
5968830,3.18E-06,602,Soybean transformation and regeneration methods
4700457,3.18E-06,603,Method of making multilayer capacitor memory device
4128880,3.18E-06,604,Computer vector register processing
3772658,3.17E-06,605,- No title available -
4435753,3.17E-06,606,Register allocation system using recursive queuing during source code compilation
4458109,3.17E-06,607,Method and apparatus providing registered mail features in an electronic communication system
4833701,3.17E-06,608,Trunked communication system with nationwide roaming capability
4139889,3.17E-06,609,Apparatus for vehicle position indication
3815095,3.17E-06,610,- No title available -
4535333,3.17E-06,611,Transmitter and receiver for controlling remote elements
4674044,3.17E-06,612,Automated securities trading system
3735360,3.17E-06,613,- No title available -
4031512,3.17E-06,614,Communications network for general purpose data communications in a heterogeneous environment
4751635,3.16E-06,615,Distributed management support system for software managers
4545610,3.16E-06,616,Method for forming elongated solder connections between a semiconductor device and a supporting substrate
4530914,3.16E-06,617,Process and catalyst for producing polyethylene having a broad molecular weight distribution
3424661,3.16E-06,618,- No title available -
4408323,3.16E-06,619,Processor facilities for integrated packet and voice switching
6413802,3.16E-06,620,Finfet transistor structures having a double gate channel extending vertically from a substrate and methods of manufacture
4159536,3.16E-06,621,Portable electronic language translation device
5220501,3.15E-06,622,Method and system for remote delivery of retail banking services
5088032,3.15E-06,623,Method and apparatus for routing communications among computer networks
3621214,3.15E-06,624,- No title available -
3668645,3.15E-06,625,- No title available -
5151789,3.15E-06,626,"System and method for automatic, unattended recording of cable television programs"
4401112,3.14E-06,627,Spinal fixator
3886310,3.14E-06,628,- No title available -
3925641,3.14E-06,629,- No title available -
4317957,3.14E-06,630,System for authenticating users and devices in on-line transaction networks
4095795,3.13E-06,631,Amusement apparatus and method
3373437,3.13E-06,632,- No title available -
4203123,3.13E-06,633,Thin film memory device employing amorphous semiconductor materials
4235871,3.13E-06,634,Method of encapsulating biologically active materials in lipid vesicles
3741292,3.12E-06,635,- No title available -
4736453,3.12E-06,636,Method and apparatus for making frequency channel assignment in a cellular or non-cellular radiotelephone communications system
3800035,3.12E-06,637,- No title available -
4205341,3.11E-06,638,Picture signal coding apparatus
3978454,3.11E-06,639,System and method for programmable sequence control
4194221,3.11E-06,640,Automatic multimode continuous halftone line copy reproduction
4578815,3.11E-06,641,Wide area coverage radio communication system and method
4275149,3.11E-06,642,Macromolecular environment control in specific receptor assays
3927268,3.11E-06,643,- No title available -
4868877,3.11E-06,644,Public key/signature cryptosystem with enhanced digital signature certification
4204206,3.10E-06,645,Video display system
3815099,3.10E-06,646,- No title available -
4228319,3.10E-06,647,Automatic radio telephone system
4128891,3.10E-06,648,Magnetic bubble domain relational data base system
4975950,3.10E-06,649,System and method of protecting integrity of computer data and software
3861781,3.10E-06,650,- No title available -
4800159,3.10E-06,651,"Process for amplifying, detecting, and/or cloning nucleic acid sequences"
4012597,3.09E-06,652,Transmission trunk multichannel dispatch system with priority queuing
4625081,3.09E-06,653,Automated telephone voice service system
4100377,3.09E-06,654,Packet transmission of speech
4303748,3.08E-06,655,Electrochemical generators for producing current and new materials for their manufacture
4464652,3.08E-06,656,Cursor control device for use with display systems
3955140,3.08E-06,657,Mobile radio extension unit with punch through operation
3973245,3.08E-06,658,Method and apparatus for point plotting of graphical data from a coded source into a buffer and for rearranging that data for supply to a raster responsive device
4500919,3.08E-06,659,Color reproduction system
4071706,3.08E-06,660,Data packets distribution loop
4189734,3.07E-06,661,Method and apparatus for recording with writing fluids and drop projection means therefor
4451895,3.07E-06,662,Interactive computer aided design system
3637994,3.07E-06,663,- No title available -
4658416,3.07E-06,664,Automatic call transfer system capable of carrying out call transfer without manual operation
4027246,3.07E-06,665,Automated integrated circuit manufacturing system
4704628,3.07E-06,666,Combined intraframe and interframe transform coding system
4064530,3.07E-06,667,Noise reduction system for color television
4881241,3.07E-06,668,"Method and installation for digital communication, particularly between and toward moving vehicles"
3693165,3.07E-06,669,- No title available -
4533997,3.06E-06,670,Computer monitored or controlled system which may be modified and de-bugged on-line by one not skilled in computer programming
4291409,3.06E-06,671,Spread spectrum communications method and apparatus
4508429,3.06E-06,672,Method for driving liquid crystal element employing ferroelectric liquid crystal
3824002,3.06E-06,673,- No title available -
3833435,3.06E-06,674,- No title available -
4675285,3.06E-06,675,Method for identification and isolation of DNA encoding a desired protein
4438032,3.06E-06,676,Unique T-lymphocyte line and products derived therefrom
4635208,3.06E-06,677,Computer-aided design of systems
4214305,3.06E-06,678,Multi-processor data processing system
4264808,3.05E-06,679,Method and apparatus for electronic image processing of documents for accounting purposes
4503499,3.05E-06,680,Controlled work flow system
4058430,3.05E-06,681,Method for producing compound thin films
6029195,3.05E-06,682,System for customized electronic identification of desirable objects
4539653,3.05E-06,683,Formatting text/graphics using plural independent formatting mechanisms
4516238,3.05E-06,684,Self-routing switching network
3790663,3.05E-06,685,- No title available -
3959624,3.05E-06,686,Coded merchandising coupon
4029963,3.05E-06,687,X-ray spectral decomposition imaging system
3916390,3.04E-06,688,- No title available -
4683194,3.04E-06,689,Method for detection of polymorphic restriction sites and nucleic acid sequences
5835087,3.04E-06,690,System for generation of object profiles for a system for customized electronic identification of desirable objects
4819159,3.04E-06,691,Distributed multiprocess transaction processing system and method
3940758,3.04E-06,692,Expandable keyboard for electronic pocket calculators and the like
4225919,3.04E-06,693,Advanced data link controller
5744864,3.04E-06,694,Semiconductor device having a transparent switching element
4284852,3.04E-06,695,Alternate routing for a telephone system
3773919,3.04E-06,696,- No title available -
4677552,3.03E-06,697,International commodity trade exchange
5623601,3.03E-06,698,Apparatus and method for providing a secure gateway for communication and data exchanges between networks
4535060,3.03E-06,699,"Inhibition resistant 5-enolpyruvyl-3-phosphoshikimate synthetase, production and use"
3810104,3.02E-06,700,- No title available -
6229506,3.02E-06,701,Active matrix light emitting diode pixel structure and concomitant method
4272880,3.02E-06,702,MOS/SOS Process
4204227,3.02E-06,703,Television picture compressor
5163131,3.02E-06,704,Parallel I/O network file server architecture
3334629,3.02E-06,705,- No title available -
4740954,3.02E-06,706,Multicast routing algorithm
4140126,3.02E-06,707,Method for performing aneurysm repair
4536791,3.02E-06,708,Addressable cable television control system with video format data transmission
3734594,3.02E-06,709,- No title available -
4330787,3.02E-06,710,Liquid jet recording device
4170782,3.01E-06,711,Programming and selection monitoring system for television receivers
4186438,3.01E-06,712,Interactive enquiry system
3566358,3.01E-06,713,- No title available -
4016405,3.01E-06,714,"Card validation, method and system"
3648125,3.01E-06,715,- No title available -
4497039,3.00E-06,716,Join operation processing system in relational model
3480914,3.00E-06,717,- No title available -
3879597,3.00E-06,718,- No title available -
3876208,3.00E-06,719,- No title available -
4642790,3.00E-06,720,Presentation space management and viewporting on a multifunction virtual terminal
4977455,3.00E-06,721,System and process for VCR scheduling
3851318,3.00E-06,722,- No title available -
4092732,3.00E-06,723,System for recovering data stored in failed memory unit
3755704,3.00E-06,724,- No title available -
4571456,3.00E-06,725,Portable computer
3715485,2.99E-06,726,- No title available -
3992158,2.99E-06,727,Integral analytical element
4494230,2.99E-06,728,Fast packet switching system
5796952,2.99E-06,729,Method and apparatus for tracking client interaction with a network resource and creating client profiles and resource database
4386233,2.99E-06,730,Crytographic key notarization methods and apparatus
5175867,2.99E-06,731,Neighbor-assisted handoff in a cellular communications system
3977007,2.99E-06,732,Gray tone generation
4507751,2.98E-06,733,Method and apparatus for logging journal data using a log write ahead data set
4672410,2.98E-06,734,Semiconductor memory device with trench surrounding each memory cell
5223409,2.98E-06,735,Directed evolution of novel binding proteins
4827508,2.98E-06,736,Database usage metering and protection system and method
3976995,2.97E-06,737,Precessing display pager
4580568,2.97E-06,738,Percutaneous endovascular stent and method for insertion thereof
5416011,2.97E-06,739,Method for soybean transformation and regeneration
3965358,2.97E-06,740,Cross-sectional imaging system using a polychromatic x-ray source
3919711,2.97E-06,741,- No title available -
4669113,2.96E-06,742,Integrated network controller for a dynamic nonhierarchical routing switching network
3455625,2.96E-06,743,- No title available -
4566095,2.96E-06,744,Time division multiplex switching network permitting communications between one or several calling parties and one or several called parties
4096571,2.96E-06,745,System for resolving memory access conflicts among processors and minimizing processor waiting times for access to memory by comparing waiting times and breaking ties by an arbitrary priority ranking
4944836,2.96E-06,746,Chem-mech polishing method for producing coplanar metal/insulator films on a substrate
4468732,2.96E-06,747,Automated logical file design system with reduced data base redundancy
4553545,2.96E-06,748,Device for application in blood vessels or other difficultly accessible locations and its use
3704345,2.96E-06,749,- No title available -
3757225,2.95E-06,750,- No title available -
3540431,2.95E-06,751,- No title available -
4366613,2.95E-06,752,Method of fabricating an MOS dynamic RAM with lightly doped drain
3582787,2.95E-06,753,- No title available -
2556550,2.95E-06,754,- No title available -
4655771,2.95E-06,755,Prosthesis comprising an expansible or contractile tubular body
5534425,2.94E-06,756,Soybeans having low linolenic acid content and method of production
4933937,2.94E-06,757,Network adapter for connecting local area network to backbone network
4369443,2.94E-06,758,Message communication system with message storage
5313454,2.93E-06,759,Congestion control for cell networks
4449186,2.93E-06,760,Touch panel passenger self-ticketing system
5790548,2.93E-06,761,Universal access multimedia data network
3988533,2.93E-06,762,Video-type universal motion and intrusion detection system
4723212,2.93E-06,763,Method and apparatus for dispensing discount coupons
4253145,2.93E-06,764,Hardware virtualizer for supporting recursive virtual computer systems on a host computer system
3886577,2.92E-06,765,- No title available -
3745462,2.92E-06,766,- No title available -
4044337,2.92E-06,767,Instruction retry mechanism for a data processing system
4905233,2.92E-06,768,Multiple path routing mechanism for packet communications network
3679821,2.92E-06,769,- No title available -
5774668,2.92E-06,770,System for on-line service in which gateway computer uses service map which includes loading condition of servers broadcasted by application servers for load balancing
4574350,2.92E-06,771,Shared resource locking apparatus
6473467,2.92E-06,772,"Method and apparatus for measuring reporting channel state information in a high efficiency, high performance communications system"
3614745,2.91E-06,773,- No title available -
4460982,2.91E-06,774,Intelligent electrically programmable and electrically erasable ROM
4060848,2.91E-06,775,Electronic calculator system having audio messages for operator interaction
5167024,2.91E-06,776,Power management for a laptop computer with slow and sleep modes
3904818,2.91E-06,777,- No title available -
3294896,2.91E-06,778,- No title available -
4816397,2.90E-06,779,Multichain polypeptides or proteins and processes for their production
3717504,2.90E-06,780,- No title available -
4093823,2.90E-06,781,Statistical multiplexing system for computer communications
4988981,2.90E-06,782,Computer data entry and manipulation apparatus and method
4511973,2.90E-06,783,Navigator for vehicles
3665483,2.90E-06,784,- No title available -
4759063,2.90E-06,785,Blind signature systems
4065369,2.89E-06,786,Activated gas reaction apparatus & method
3778811,2.89E-06,787,- No title available -
4180708,2.89E-06,788,Fault-proof system for mobile radio communication
4546382,2.89E-06,789,Television and market research data collection system and method
4222076,2.89E-06,790,Progressive image transmission
5133075,2.88E-06,791,Method of monitoring changes in attribute values of object in an object-oriented database
4700317,2.88E-06,792,Automatic layout planner and a method for automatically creating a layout plan
3790717,2.88E-06,793,- No title available -
4223394,2.88E-06,794,Sensing amplifier for floating gate memory devices
5072412,2.88E-06,795,User interface with multiple workspaces for sharing display system objects
3768074,2.88E-06,796,- No title available -
4885717,2.88E-06,797,System for graphically representing operation of object-oriented programs
4554101,2.88E-06,798,Identification and preparation of epitopes on antigens and allergens on the basis of hydrophilicity
4500963,2.88E-06,799,Automatic layout program for hybrid microcircuits (HYPAR)
4775999,2.87E-06,800,Registration of radiotelephones in networked cellular radiotelephone systems
5275851,2.87E-06,801,Low temperature crystallization and patterning of amorphous silicon films on electrically insulating substrates
5014265,2.87E-06,802,Method and apparatus for congestion control in a data network
3228006,2.87E-06,803,- No title available -
3534338,2.87E-06,804,- No title available -
4897781,2.86E-06,805,System and method for using cached data at a local node after re-opening a file at a remote node in a distributed networking environment
4140558,2.86E-06,806,Isolation of integrated circuits utilizing selective etching and diffusion
4227178,2.86E-06,807,Decentralized data transmission system
4914656,2.86E-06,808,Disk drive memory
4044341,2.86E-06,809,Memory array
4533910,2.86E-06,810,Graphics display system with viewports of arbitrary location and content
3172862,2.86E-06,811,- No title available -
3699646,2.86E-06,812,- No title available -
4604644,2.86E-06,813,"Solder interconnection structure for joining semiconductor devices to substrates that have improved fatigue life, and process for making"
4028733,2.86E-06,814,Pictorial information retrieval system
4007452,2.86E-06,815,Wafer scale integration system
4480304,2.86E-06,816,"Method and means for the retention of locks across system, subsystem, and communication failures in a multiprocessing, multiprogramming, shared data environment"
4245248,2.85E-06,817,Motion estimation and encoding of video signals in the transform domain
3777061,2.85E-06,818,- No title available -
4337480,2.85E-06,819,Dynamic audio-video interconnection system
5155591,2.85E-06,820,Method and apparatus for providing demographically targeted television commercials
3886317,2.84E-06,821,- No title available -
4839853,2.84E-06,822,Computer information retrieval using latent semantic structure
4097753,2.83E-06,823,Comparator circuit for a C-2C A/D and D/A converter
3875584,2.83E-06,824,- No title available -
4587633,2.83E-06,825,Management communication terminal system
4078257,2.83E-06,826,Calculator apparatus with electronically alterable key symbols
4831526,2.83E-06,827,Computerized insurance premium quote request and policy issuance system
4053717,2.83E-06,828,Cordless telephone
4549275,2.83E-06,829,Graphics data handling system for CAD workstation
3868724,2.82E-06,830,- No title available -
4614861,2.82E-06,831,"Unitary, self-contained card verification and validation system and method"
3902163,2.82E-06,832,- No title available -
4202041,2.82E-06,833,Dynamically variable keyboard terminal
4414661,2.82E-06,834,Apparatus for communicating with a fleet of vehicles
4424414,2.82E-06,835,Exponentiation cryptographic apparatus and method
3428946,2.81E-06,836,- No title available -
3648253,2.80E-06,837,- No title available -
4207609,2.80E-06,838,Method and means for path independent device reservation and reconnection in a multi-CPU and shared device access system
3474438,2.80E-06,839,- No title available -
3736566,2.80E-06,840,- No title available -
4554446,2.80E-06,841,Supermarket inventory control system and method
4491725,2.80E-06,842,Medical insurance verification and processing system
3806882,2.80E-06,843,- No title available -
4707827,2.80E-06,844,Bridging techniques for local area networks
4924378,2.80E-06,845,License mangagement system and license storage key
5241542,2.79E-06,846,Battery efficient operation of scheduled access protocol
4223403,2.79E-06,847,Cryptographic architecture for use with a high security personal identification system
3530438,2.79E-06,848,- No title available -
4306286,2.79E-06,849,Logic simulation machine
3846622,2.79E-06,850,- No title available -
3764995,2.79E-06,851,- No title available -
4405712,2.79E-06,852,LTR-Vectors
4564903,2.79E-06,853,Partitioned multiprocessor programming system
3859624,2.78E-06,854,- No title available -
3733430,2.78E-06,855,- No title available -
3750024,2.78E-06,856,- No title available -
3187321,2.78E-06,857,- No title available -
5341477,2.78E-06,858,Broker for computer network server selection
2297691,2.78E-06,859,- No title available -
4697242,2.78E-06,860,Adaptive computing system capable of learning and discovery
3938096,2.78E-06,861,Apparatus for developing an address of a segment within main memory and an absolute address of an operand within the segment
4512338,2.78E-06,862,Process for restoring patency to body vessels
4982344,2.77E-06,863,Accelerating link creation
4587651,2.77E-06,864,"Distributed variable bandwidth switch for voice, data, and image communications"
4332027,2.77E-06,865,Local area contention network data communication system
5095480,2.77E-06,866,Message routing system for shared communication media networks
3995299,2.77E-06,867,Radiation sources
5550984,2.77E-06,868,Security system for preventing unauthorized communications between networks by translating communications received in ip protocol to non-ip protocol to remove address and routing services information
5042027,2.77E-06,869,Communication network system and method of controlling a communication network
5619709,2.77E-06,870,System and method of context vector generation and retrieval
4471216,2.77E-06,871,System and process for identification of persons requesting access to particular facilities
5294870,2.76E-06,872,Organic electroluminescent multicolor image display device
3723976,2.76E-06,873,- No title available -
5124987,2.76E-06,874,Logical track write scheduling system for a parallel disk drive array data storage subsystem
3700815,2.76E-06,875,- No title available -
4646346,2.76E-06,876,Integrated message service system
4104721,2.76E-06,877,Hierarchical security mechanism for dynamically assigning security levels to object programs
4668865,2.76E-06,878,Scanning tunneling microscope
3725590,2.76E-06,879,- No title available -
3880684,2.76E-06,880,- No title available -
3796497,2.76E-06,881,- No title available -
3967251,2.75E-06,882,User variable computer memory module
4105776,2.75E-06,883,Proline derivatives and related compounds
4484187,2.75E-06,884,Video overlay system having interactive color addressing
4132904,2.75E-06,885,Volatile/non-volatile logic latch circuit
4130865,2.75E-06,886,Multiprocessor computer apparatus employing distributed communications paths and a passive task register
3732543,2.75E-06,887,- No title available -
4074072,2.75E-06,888,Multiprocessor control of a partitioned switching network by control communication through the network
4449248,2.75E-06,889,Battery saving radio circuit and system
4736363,2.75E-06,890,Path oriented routing system and method for packet switching networks
4425120,2.74E-06,891,Shielded hypodermic syringe
4129863,2.74E-06,892,Weighted capacitor analog/digital converting apparatus and method
4209357,2.74E-06,893,Plasma reactor apparatus
3493674,2.74E-06,894,- No title available -
4184049,2.74E-06,895,Transform speech signal coding with pitch controlled adaptive quantizing
3806898,2.74E-06,896,- No title available -
4071838,2.74E-06,897,Solid state force transducer and method of making same
4131919,2.74E-06,898,Electronic still camera
4503288,2.73E-06,899,Intelligent telephone
3916430,2.73E-06,900,- No title available -
4387297,2.73E-06,901,Portable laser scanning system and scanning methods
4119995,2.73E-06,902,Electrically programmable and electrically erasable MOS memory cell
5093914,2.73E-06,903,Method of controlling the execution of object-oriented programs
4465901,2.73E-06,904,Crypto microprocessor that executes enciphered programs
4100370,2.73E-06,905,Voice verification system based on word pronunciation
3950360,2.72E-06,906,Antibiotic substances
4264924,2.72E-06,907,Dedicated channel interactive cable television system
4520113,2.72E-06,908,Serological detection of antibodies to HTLV-III in sera of patients with AIDS and pre-AIDS conditions
3921141,2.72E-06,909,- No title available -
4956839,2.72E-06,910,ATM switching system
3530325,2.72E-06,911,- No title available -
4319336,2.72E-06,912,Transaction execution system with improved key function versatility
4234362,2.71E-06,913,Method for forming an insulator between layers of conductive material
3940743,2.71E-06,914,Interconnecting unit for independently operable data processing systems
4218760,2.71E-06,915,Electronic dictionary with plug-in module intelligence
5678041,2.71E-06,916,System and method for restricting user access rights on the internet based on rating information stored in a relational database
3889107,2.71E-06,917,- No title available -
5650958,2.71E-06,918,Magnetic tunnel junctions with controlled magnetic response
3921204,2.71E-06,919,- No title available -
4375097,2.70E-06,920,Transparent intelligent network for data and voice
4658351,2.70E-06,921,Task control means for a multi-tasking data processing system
3820079,2.70E-06,922,- No title available -
4254474,2.70E-06,923,Information processing system using threshold passive modification
4475189,2.70E-06,924,Automatic interactive conference arrangement
4876738,2.70E-06,925,Mobile radio transmission system
4516156,2.69E-06,926,Teleconferencing method and system
4196450,2.69E-06,927,Selective copying apparatus
4309777,2.69E-06,928,Artificial intervertebral disc
4130867,2.68E-06,929,Database instruction apparatus for determining a database record type
3900834,2.68E-06,930,- No title available -
4494197,2.68E-06,931,Automatic lottery system
3633175,2.68E-06,932,- No title available -
4289123,2.67E-06,933,Orthopedic appliance
4654482,2.67E-06,934,Home merchandise ordering telecommunications terminal
4454414,2.67E-06,935,"Funds transfer system using optically coupled, portable modules"
3751582,2.67E-06,936,- No title available -
5377051,2.67E-06,937,Digital video recorder compatible receiver with trick play image enhancement
4020466,2.67E-06,938,Memory hierarchy system with journaling and copy back
4466060,2.67E-06,939,Message routing in a computer network
3839363,2.67E-06,940,- No title available -
3845770,2.66E-06,941,- No title available -
4256514,2.66E-06,942,Method for forming a narrow dimensioned region on a body
4529870,2.66E-06,943,"Cryptographic identification, financial transaction, and credential device"
4007478,2.66E-06,944,Field effect transistor
4211997,2.66E-06,945,Method and apparatus employing an improved format for recording and reproducing digital audio
3336155,2.66E-06,946,- No title available -
4456954,2.66E-06,947,Virtual machine system with guest architecture emulation using hardware TLB's for plural level address translations
3588835,2.66E-06,948,- No title available -
4078228,2.66E-06,949,Loop data highway communication system
4042912,2.66E-06,950,Database set condition test instruction
5948040,2.65E-06,951,Travel reservation information and planning system
4479241,2.65E-06,952,Self-organizing circuits for automatic pattern recognition and the like and systems embodying the same
4387162,2.65E-06,953,Hybrid plasmids and microorganisms containing them
4156868,2.65E-06,954,Syntactic word recognizer
3534017,2.65E-06,955,- No title available -
4089801,2.64E-06,956,Process for the preparation of liposomes
4413318,2.64E-06,957,Use of nodes to uniquely identify processes
4430699,2.64E-06,958,Distributed data processing system
5101402,2.64E-06,959,Apparatus and method for realtime monitoring of network sessions in a local area network
4439636,2.63E-06,960,Credit card actuated telecommunication access network
4586160,2.63E-06,961,Method and apparatus for analyzing the syntactic structure of a sentence
4554418,2.63E-06,962,Information monitoring and notification method and apparatus
4015238,2.63E-06,963,Metric updater for maximum likelihood decoder
3953862,2.63E-06,964,Printing head device for an ink jet printer
3938097,2.63E-06,965,Memory and buffer arrangement for digital computers
4464543,2.63E-06,966,Network control center call trace
4593454,2.63E-06,967,Process for manufacturing an integrated circuit with tantalum silicide connections utilizing self-aligned oxidation
4278973,2.63E-06,968,Video display terminal with partitioned screen
4074066,2.63E-06,969,Message verification and transmission error detection by block chaining
5606668,2.63E-06,970,System for securing inbound and outbound data packet flow in a computer network
3787627,2.63E-06,971,- No title available -
4049906,2.62E-06,972,Message network for the transmission of digital telegrams with an address consisting of routing words
4294753,2.62E-06,973,Bone morphogenetic protein process
4472783,2.62E-06,974,Flexible manufacturing system
4597046,2.62E-06,975,Securities brokerage-cash management system obviating float costs by anticipatory liquidation of short term assets
4090221,2.62E-06,976,Apparatus for improving video signal-to-noise ratio
3676861,2.62E-06,977,- No title available -
4462090,2.62E-06,978,Method of operating a semiconductor memory circuit
4331647,2.62E-06,979,Tumor localization and therapy with labeled antibody fragments specific to tumor-associated markers
4413314,2.62E-06,980,Industrial process control system
3792462,2.62E-06,981,- No title available -
4914586,2.62E-06,982,Garbage collector for hypermedia systems
3911216,2.62E-06,983,- No title available -
3728486,2.62E-06,984,- No title available -
3473160,2.61E-06,985,- No title available -
3638640,2.61E-06,986,- No title available -
4538188,2.61E-06,987,Video composition method and apparatus
4713753,2.61E-06,988,Secure data processing system architecture with format control
4686472,2.61E-06,989,Magnetic sensor having closely spaced and electrically parallel magnetoresistive layers of different widths
4469863,2.61E-06,990,Nonionic nucleic acid alkyl and aryl phosphonates and processes for manufacture and use thereof
